category,sub_category,crimeaditionalinfo,processed_text
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"I have participated in some giveaway that boy told me that I have to change in my personal information email to some email id he had given to me I did that according to his instructions and my account got hacked
And I also do not have access to my Instagram account right now
Instagram account of that boy is anuragtiwari
The boy who was giving me instructions his name is Anurag studying in Cornell University he had also given an interview to Singh in USAYouTube Channel from these I thought it might be genuine",particip giveaway boy told chang person inform email email id given accord instruct account got hack also access instagram account right instagram account boy anuragtiwari boy give instruct name anurag studi cornel univers also given interview singh usayoutub channel thought might genuin
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"Sir 
I had taken a loan due to financial problems and job loss from the following mobile loan application
 KoKo Loan and RupeeMall
I am getting threatening calls and messages from below mentioned mobile no
     
Due to COVIDE LOCKDOWN and job loss I am facing lots of financial crises therefore I requested to the loan applications to defer my EMI for a few days only but instead of deferring my loan EMI for a few days loan application employees hacked my data including OTP password gallery pics contact list and text messages now the loan application company is circulating all my data to all my mobile phone contact numbers and they are threatening and blackmailing me and my mobile phone contact list people They are abusing and making me feel filthy They are also abating me to commit suicide I have also inquired online that the aforesaid app is not RBI approved
Please save my life from these extortionists",sir taken loan due financi problem job loss follow mobil loan applic koko loan rupeemal get threaten call messag mention mobil due covid lockdown job loss face lot financi crise therefor request loan applic defer emi day instead defer loan emi day loan applic employe hack data includ otp password galleri pic contact list text messag loan applic compani circul data mobil phone contact number threaten blackmail mobil phone contact list peopl abus make feel filthi also abat commit suicid also inquir onlin aforesaid app rbi approv pleas save life extortionist
Hacking  Damage to computercomputer system etc,Damage to computer computer systems etc,"Sir around pm on feb  Mistakly i clicked a zip file from telegram to my comptuer system After that my all files not opened i tried lots of time to open but cant able to see my files And  i am not able to understand what was happend After so many reasearch i found lots of unknown file into my system And my all files extension was changed  ie pdf jpedmp  showing CUAG file type Along with this some files is also there they are demaning money to back my file Sir my all and my family data along with educational data and other neccesaary data stored imto my system I am not able to see  I saw some video on yoitibe but didt get any solution Sir please do something to recover my data due to more fear about data lost i format my system but system is too slow and sir they can also misuse my Personal as well importnt data was hacked and may be they will misuse my info data 
So sir i amrequesting to you please take this matter very seriously And sir please provide some solution
And sir kindly find that person and take strict action against him I am still feel unsecure to think they will do again  and they will stole my data  So sir plz help me 
Sir my computer ip adress ",sir around pm feb mistakli click zip file telegram comptuer system file open tri lot time open cant abl see file abl understand happend mani reasearch found lot unknown file system file extens chang ie pdf jpedmp show cuag file type along file also deman money back file sir famili data along educ data neccesaari data store imto system abl see saw video yoitib didt get solut sir pleas someth recov data due fear data lost format system system slow sir also misus person well importnt data hack may misus info data sir amrequest pleas take matter serious sir pleas provid solut sir kindli find person take strict action still feel unsecur think stole data sir plz help sir comput ip adress
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,The attached screen shot is the whatsapp message forwarded by my friend which was sent to his brothers phone  The loan app TYTO cash have accessed my contact list and trying to spoil my reputation,attach screen shot whatsapp messag forward friend sent brother phone loan app tyto cash access contact list tri spoil reput
Hacking  Damage to computercomputer system etc,Email Hacking,"Dear Sir

I would like to inform you that from last  days I am receiving calls from Random numbers and they are mentioning that I am calling them but I have not called any of the numbers from which I came receiving such calls

I am afraid that my mobile number and my mail is Hacked and someone else is controlling my number and Mail ID there are cases where people are mentioning that I am calling them and using abusive language whereas I have not called them at all

As if someone is controlling and using my number and Mail ID for spam calls or any unsolicited calls or messages then it will affect my daily operations and my own reputation sa well as financial transactions

Please find below my Airtel Prepaid Number and Mail ID for your ready reference

Number  
Mail ID  arshu at gmailcom

Kindly do the needful in this regard

Thanks and Regards

Arshad",dear sir would like inform last day receiv call random number mention call call number came receiv call afraid mobil number mail hack someon els control number mail id case peopl mention call use abus languag wherea call someon control use number mail id spam call unsolicit call messag affect daili oper reput sa well financi transact pleas find airtel prepaid number mail id readi refer number mail id arshu gmailcom kindli need regard thank regard arshad
Hacking  Damage to computercomputer system etc,Email Hacking,The same mail sent to our other branches also for an example kolathurthulasipharmacycomayanthulasipharmacycomkrishnagirithulasipharmacycom and vengameduthulasipharmacycom  My Face book also hacked by them  Suspected mobile no e mail idsussanbobbygmailcom,mail sent branch also exampl kolathurthulasipharmacycomayanthulasipharmacycomkrishnagirithulasipharmacycom vengameduthulasipharmacycom face book also hack suspect mobil e mail idsussanbobbygmailcom
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I received a link in whatsapp your loan is overdue i click on it unfortunately all my data and contact are hacked they will tell me i will msg to all your contact and abusing you  And they will start sending msg to contacts,receiv link whatsapp loan overdu click unfortun data contact hack tell msg contact abus start send msg contact
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I had taken loan from cash advance loan application the loan credit to my account is Rs but i repay all the amount of my loan to cash advance application but they do not finish my loan and dues and they are continuosly harassing and abusing threatening me on whatsapp from different different mobile number and also to my refrence mobile number and they have my pan card soft copy and aadhaar card soft copy and they threatening me to misuse my pan card and aadhaar card i am afraid that they may misuse my pan card and aadhaar card i will not be responsible for any misuse please help me out of this problem,taken loan cash advanc loan applic loan credit account rs repay amount loan cash advanc applic finish loan due continuosli harass abus threaten whatsapp differ differ mobil number also refrenc mobil number pan card soft copi aadhaar card soft copi threaten misus pan card aadhaar card afraid may misus pan card aadhaar card respons misus pleas help problem
Hacking  Damage to computercomputer system etc,Email Hacking,I have got recent login many times from an unknown device named as Linux or sometime an unknown device This happens frequently in a couple of months I am attaching the screenshot where it shows an unknown device named  Linux,got recent login mani time unknown devic name linux sometim unknown devic happen frequent coupl month attach screenshot show unknown devic name linux
Hacking  Damage to computercomputer system etc,Website DefacementHacking,Hello my name is Mohammed Anis i wanted to lodge a complaint against a per called Sam who has used my name and number to abuse others i kindly request you to take necessary action thanking you yours faithfully Mohammed Anis,hello name moham ani want lodg complaint per call sam use name number abus other kindli request take necessari action thank faith moham ani
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,My google account has account recovery please companit file sir hours account access my google account has been hacked number sir recovery sir sad week not recovery sir than sir and confirm hours reply mailsir  please,googl account account recoveri pleas companit file sir hour account access googl account hack number sir recoveri sir sad week recoveri sir sir confirm hour repli mailsir pleas
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,some body has called me and asked me click the link which he has send me on my mobile in msg section i clicked the link after that clicking that link he took access of my email his name is rajesh his number is  now he is asking me money to give me back of my email access please help,bodi call ask click link send mobil msg section click link click link took access email name rajesh number ask money give back email access pleas help
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I was just checking the interest rates of loans at tha apps AG Loan app and Bellon Loan app but they provided me loans without my approval with very high intrest rate more than  percentage and only  days tenure I tried to contact them through email and review at play store to cancel the loan and take the money back which is trany to my bank account without my approval they did not responded Also I found that they breached my contact details and hacked my email account even they have my Adhar Card Pan Card images and a Photograph of me,check interest rate loan tha app ag loan app bellon loan app provid loan without approv high intrest rate percentag day tenur tri contact email review play store cancel loan take money back trani bank account without approv respond also found breach contact detail hack email account even adhar card pan card imag photograph
Hacking  Damage to computercomputer system etc,Damage to computer computer systems etc,Mere mobile pe  ko aur isse pehle bhi ye link Kai baar aa Chuka phone par mne galti se iss link pe click kiya ye ek loan ka link h iss pe click krte hi isne aadhar card details aur mobile number aur bank account number mang liyemne ye information galti se de di iske baad mujhe message aaya ki your loan has been approvedphir inhone WhatsApp pe message kiyaphir vo loan ka link me likha ki pehle aapko  ki processing fee Deni hogi tabhi aage Len den start hogimne galti se  ka payment kr diyawhatsapp pe message aata h ki aapke account me kuch samaj me ye Paisa transfer kr Diya jayega but Maine Jo account number diye the vo wrong likh diyephir WhatsApp pe call aaya aur usne bola ki apka account freeze ho gya h isko unfreeze krne ke liye apko  aur Dene honge but mne Mana Kar Diya ki m nhi karunga kuch bhiab vo baar baar mere pass WhatsApp pe message kr raha h ki  pay kro apka account ko unfreeze kr denge aur apko ye Rashi vapas KR dengeso sir help me,mere mobil pe ko aur iss pehl bhi ye link kai baar aa chuka phone par mne galti se iss link pe click kiya ye ek loan ka link h iss pe click krte hi isn aadhar card detail aur mobil number aur bank account number mang liyemn ye inform galti se de di isk baad mujh messag aaya ki loan approvedphir inhon whatsapp pe messag kiyaphir vo loan ka link likha ki pehl aapko ki process fee deni hogi tabhi aag len den start hogimn galti se ka payment kr diyawhatsapp pe messag aata h ki aapk account kuch samaj ye paisa transfer kr diya jayega main jo account number diy vo wrong likh diyephir whatsapp pe call aaya aur usn bola ki apka account freez ho gya h isko unfreez krne ke liy apko aur dene hong mne mana kar diya ki nhi karunga kuch bhiab vo baar baar mere pass whatsapp pe messag kr raha h ki pay kro apka account ko unfreez kr deng aur apko ye rashi vapa kr dengeso sir help
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"Some one member haked my facebook account please recover my facebook id that id very important somebody try to use without my perimission please recover my facebook account 

Haker phone 
                        ",one member hake facebook account pleas recov facebook id id import somebodi tri use without perimiss pleas recov facebook account haker phone
Hacking  Damage to computercomputer system etc,Website DefacementHacking,"I was using my Facebook account regularly Suddenly my access was lost Then after trying to login into my account 
Password was changed and the mobile number was also changed by the hacker Now I am a victim and there were my pictures in my album That can be misused Kindly Take it seriously Help me retrieve my account and caught the hacker and do possible action against him",use facebook account regularli suddenli access lost tri login account password chang mobil number also chang hacker victim pictur album misus kindli take serious help retriev account caught hacker possibl action
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"Sir play store available in very instant mobile loan application Bus ruppes and Pocket Bank App are given a short loan amount in directly Bank Account and not provide me any loan agreement seven dyas after this application recovery loan amounts is duble and all mobile data are hacking mobile application contacts information email sms Instagram whats app and other social media
This third party loan application are not following RBI guidelines and they are taking badly and very mintely harrsement and miss bhivour  gali galoch and my personal data miss use and my adhar caed and pan card bare blocking 
Sir please need me help 
Application name App name  Pocket bank aap Bus rupees App",sir play store avail instant mobil loan applic bu rupp pocket bank app given short loan amount directli bank account provid loan agreement seven dya applic recoveri loan amount dubl mobil data hack mobil applic contact inform email sm instagram what app social media third parti loan applic follow rbi guidelin take badli mint harrsement miss bhivour gali galoch person data miss use adhar ca pan card bare block sir pleas need help applic name app name pocket bank aap bu rupe app
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach," 
            
 harassment and unauthorized access data and contact list
                                    
  WhatsApp              approval                           install         install                                                                     contact list               contact list       relative             WhatsApp group               
                
    ",harass unauthor access data contact list whatsapp approv instal instal contact list contact list rel whatsapp group
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I am being threatened by calling that I have taken any kind of loan from us and on my asking the name of any kind of company or bank is not being told due to which I or I am being threatened that I will not give any kind of loan to them  Talking to a colleague and asking him to make some kind of payment otherwise he will threaten and harass my friends and relatives,threaten call taken kind loan us ask name kind compani bank told due threaten give kind loan talk colleagu ask make kind payment otherwis threaten harass friend rel
Hacking  Damage to computercomputer system etc,Email Hacking,Someone logged in Wednesday and now Unavailable to login now and comments on other postssomeone tried hacking mail also now cant submit id proof nowhow to login again not sure inrediffmail a recovery mail was present,someon log wednesday unavail login comment postssomeon tri hack mail also cant submit id proof nowhow login sure inrediffmail recoveri mail present
Hacking  Damage to computercomputer system etc,Email Hacking,i got an email in my phone that my id has been login somewhere in suspicious app when i checked it showed send mails in russian language also its not being opening in phone though i have changed my password still i want resolution,got email phone id login somewher suspici app check show send mail russian languag also open phone though chang password still want resolut
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I paid loan  amount on th Feb  but again th they told due to some technical issues it was not updated on system so pay only Rs again after that they told now pay Rs loan will be close But after payment all amount on th Feb  yhey not close and again th th th they asking for payment with volgur words mean dhamki k sath I paid  but not updated me ot was close or not By this way they are giving threading asking money to py otherwise they will hamper my social reputation by calling qnd sending massages to my contacts list I need help please help me,paid loan amount th feb th told due technic issu updat system pay rs told pay rs loan close payment amount th feb yhey close th th th ask payment volgur word mean dhamki k sath paid updat ot close way give thread ask money py otherwis hamper social reput call qnd send massag contact list need help pleas help
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,Hiiee sir mam i m Akshay here mere sath dhoka hua hai maine wow loan fergi app se loan liya tha uska payment b time se pehle kiya tha uske bad se ye wale msg ana start hua jab ki maine unse loan liya b nhi bohot gandi word me msg aate hai aur barbar whatsapp pe msges ate hai aur dhamkiya k bhi msg ate hai aapke contact mai calls karenge aapko kahika nhi chhodenge aisa waisa bahot sara gandha words b karte hai aur pehle to maine ignore kiya lekin ab nhi saha jata isliye mere dost ki madat se aapko onln complete karne ka socha sir  mam aap juldi kuch action lo mera unke pass data ho to mai barbad ho jauna ek sadharan sa aadmi hu swabhiman he hamari ijjat hai plz aap juld se juld kuch act lo yhi aapko barbar binati haiaur aise logo prr achha kanun bnana plz nhi to unke jaise log har din meri tarah kisiko bhi shikar bana lenge gold loan loan appbus rupee loan aise b app se logo ko luta ja rga hai sir plzz do fast,hiiee sir mam akshay mere sath dhoka hua hai main wow loan fergi app se loan liya tha uska payment b time se pehl kiya tha usk bad se ye wale msg ana start hua jab ki main uns loan liya b nhi bohot gandi word msg aat hai aur barbar whatsapp pe msge ate hai aur dhamkiya k bhi msg ate hai aapk contact mai call kareng aapko kahika nhi chhodeng aisa waisa bahot sara gandha word b kart hai aur pehl main ignor kiya lekin ab nhi saha jata isliy mere dost ki madat se aapko onln complet karn ka socha sir mam aap juldi kuch action lo mera unk pass data ho mai barbad ho jauna ek sadharan sa aadmi hu swabhiman hamari ijjat hai plz aap juld se juld kuch act lo yhi aapko barbar binati haiaur ais logo prr achha kanun bnana plz nhi unk jais log har din meri tarah kisiko bhi shikar bana leng gold loan loan appbu rupe loan ais b app se logo ko luta ja rga hai sir plzz fast
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,Postpe work is illegal hacked my contact list and call everyone  tell pankaj given ur no for reference for my brother my office staff my supervisor my father all data hack of my phone  i requested you please attend my complaint,postp work illeg hack contact list call everyon tell pankaj given ur refer brother offic staff supervisor father data hack phone request pleas attend complaint
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I was take a loan by  fast rupee loan app They are gave me loan only  days today is my repaymnt date but they was massing me yesterday and harasment for payment I was say them i will pay tomorow but thay are call and msge in my conatact list and edit my pan card chor and rapist and sending in my all contact,take loan fast rupe loan app gave loan day today repaymnt date mass yesterday haras payment say pay tomorow thay call msge conatact list edit pan card chor rapist send contact
Hacking  Damage to computercomputer system etc,Email Hacking,"someone woodlmbogmailcom is hacking my ymail account dakshtradersymailcom by adding in recovery i remove it from my recovery but he added it again n again now i want to deactivate my account but  he access repeatedly therefore yahoo stop deleting please help me to for deletint my account 
Thanks  Regards
Ajay Yadav",someon woodlmbogmailcom hack ymail account dakshtradersymailcom ad recoveri remov recoveri ad n want deactiv account access repeatedli therefor yahoo stop delet pleas help deletint account thank regard ajay yadav
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"I had tekan loan from FORPAY loan application They provide  different
Company of loan due to family problem and some
uncertainty i unable to pay repayments Becauseof little collage expanses I
had applied and they give me loan easily on behalf of AADHAR CARD
PAN and they are continuously Harassing me on social media and
they Hacked my contact and calling my relatives without my permission 
They damaged my social reputation and they are continuously threatening
me  days before when i acknowledge about legelity of RBI  Any loan app
Requires NBFC registered and taking loan agreement sanction letter  then
i realized that FORPAY loan app not have this things so they are fraud 
But they continuously abuseing me and to my parents And now they
charged high rate of interest with penalty otherwise they said that they do
wrong work with my documents and sell my documents to other fraud
companies Now I kindly request to you sir maam that they are absolutely
fraud and i feared about to my documents I know this is my fault but i am avaire person of india so thats why i complained about frauders So sir i
knidly request to you please take action as soon as possible   gov Documents 
Aadhar card 
Pan No DAAPGB  
 FORPAY loan App  CASHCUP loan app  Minute Cash  Rupeehall family Cash   fraud loan app       
   mere gov Doc                ",tekan loan forpay loan applic provid differ compani loan due famili problem uncertainti unabl pay repay becauseof littl collag expans appli give loan easili behalf aadhar card pan continu harass social media hack contact call rel without permiss damag social reput continu threaten day acknowledg legel rbi loan app requir nbfc regist take loan agreement sanction letter realiz forpay loan app thing fraud continu abus parent charg high rate interest penalti otherwis said wrong work document sell document fraud compani kindli request sir maam absolut fraud fear document know fault avair person india that complain frauder sir knidli request pleas take action soon possibl gov document aadhar card pan daapgb forpay loan app cashcup loan app minut cash rupeehal famili cash fraud loan app mere gov doc
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"Hi 
I have registered an loan app name cash park cash been this is not a registered nbfc loan app 
They hacked my mobile phone and they stored my All Contact 
They are abusing my friends and family and they share my aadhar card and personal data on whatsapp with all contact",hi regist loan app name cash park cash regist nbfc loan app hack mobil phone store contact abus friend famili share aadhar card person data whatsapp contact
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I didnt notice a day before today but there where  consecutive mails regarding the mail getting hacked The email which got hacked belongs to my university which lead to the compromise of my pc as well The person is giving threats of spreading nudity captured via my web cam and is threatening in return for money  Everything has been attached in the file,didnt notic day today consecut mail regard mail get hack email got hack belong univers lead compromis pc well person give threat spread nuditi captur via web cam threaten return money everyth attach file
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,Maine cash cola wow rupee aur cash cola se loan liya aur pay bhi kiya tha but fir bhi mere contact list ko hack karke mere relatives ko gali de rahe hai unke WhatsApp par bahot gandi gandi baatein kar rahe hai aur mujhe bhi bahot pareshan kar rahe hai mujhe blackmail bhi kar rahe mujhe gali bhi di jati hai mera bahot harassment ho raha hai please help me,main cash cola wow rupe aur cash cola se loan liya aur pay bhi kiya tha fir bhi mere contact list ko hack kark mere rel ko gali de rahe hai unk whatsapp par bahot gandi gandi baatein kar rahe hai aur mujh bhi bahot pareshan kar rahe hai mujh blackmail bhi kar rahe mujh gali bhi di jati hai mera bahot harass ho raha hai pleas help
Hacking  Damage to computercomputer system etc,Damage to computer computer systems etc,in last few months i loggein in some money lending apps for personal loan i installed apps and they hacked my contacts and gallery and they sent money Directly in my account without my permission when i saw tha i told them that it automatically credited in my account and I did not need you money but they refuses to take it and and now after seven days they started calling me again and harrasing me and my contacts and i very scare of this this please take my report and help me,last month loggein money lend app person loan instal app hack contact galleri sent money directli account without permiss saw tha told automat credit account need money refus take seven day start call harras contact scare pleas take report help
Hacking  Damage to computercomputer system etc,Email Hacking,Mera fon pay transactions pending thato maine google se costemer care ka contact nomber liya par muze froud contact nomber milausne musne meri atm ditail li or muzse any disk ap dounlod kahaor mere  rupaye diduct karaa liye,mera fon pay transact pend thato main googl se costem care ka contact nomber liya par muze froud contact nomber milausn musn meri atm ditail li muzs disk ap dounlod kahaor mere rupay diduct karaa liy
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"Hello Team

This is to inform you that last two days anyone try my whatsapp register in other device please help meI dont know who is register my whatsapp in other deviceplease help me

Thanks  regards
Krishan Murari
",hello team inform last two day anyon tri whatsapp regist devic pleas help mei dont know regist whatsapp devicepleas help thank regard krishan murari
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"Respected SirMam
Myself Lavteshvir singh resident of Punjab India
Since today morning on th February  i have been receiving fake loan calls from anonymous numbers and getting terror messages on my whatsapp I dont know how they breached my data as they also sent rude messages to my relatives clients and friends about me that i have taken a few loans and they ask them to pay that loan on behalf of me They also sent message that i am a criminal and killed my sister
I am being harassed and asked for ransom money online continuously by unknown group of people When i ask documents of loan they are unable to provide and keeps continously calls and use vulgur language to me my clients my relatives and friend circle
Kindly help me out from this situation as me and my familys reputation has been damaged by some unknown people
I shall ve very thankful to you
Yours faithfully
Lavteshvir singh",respect sirmam lavteshvir singh resid punjab india sinc today morn th februari receiv fake loan call anonym number get terror messag whatsapp dont know breach data also sent rude messag rel client friend taken loan ask pay loan behalf also sent messag crimin kill sister harass ask ransom money onlin continu unknown group peopl ask document loan unabl provid keep contin call use vulgur languag client rel friend circl kindli help situat famili reput damag unknown peopl shall thank faith lavteshvir singh
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,Sir ye log mere mob ka cantact hack kar liya hai aur blackmail kar raha dhamki de raha hai payment karo nahi to sab ko laga ke gali dunga tumhara photo pe fraud likh ke group banaunga aisa kar raha roj paresan ho gaya hu bahut,sir ye log mere mob ka cantact hack kar liya hai aur blackmail kar raha dhamki de raha hai payment karo nahi sab ko laga ke gali dunga tumhara photo pe fraud likh ke group banaunga aisa kar raha roj paresan ho gaya hu bahut
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,He froud me I need emergency some money so I install it he cheated me  borrow money for day but credited  tenure dayAfter day he threatened me pay imedaitly nor I will send all contacts for repay i paid it,froud need emerg money instal cheat borrow money day credit tenur dayaft day threaten pay imedaitli send contact repay paid
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I got this type of message that my account credited amount Few days ago also I get this type of message but when I check my account there no transaction I found Continue I received this type of message and some unknown caller call my all contact list that I taken money and abusive them and threat they use my adhaar card and pen card for illegal activities I unable to understand what happening and socially they damage me unnecessary,got type messag account credit amount day ago also get type messag check account transact found continu receiv type messag unknown caller call contact list taken money abus threat use adhaar card pen card illeg activ unabl understand happen social damag unnecessari
Hacking  Damage to computercomputer system etc,Email Hacking,"              kkGmailcom                                                                                                              mdnaushadkhangmailcom     
                                          kkGmailcom   
                                                                       
              ",kkgmailcom mdnaushadkhangmailcom kkgmailcom
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,Loan hersment whatapp msg kar ke gali de rha hai aur mere call details phone hack kr rha hai muje call krke presan kr rha hai muje bhut presan kr rha hai mere sbhi relative ko bi gali de rha hai Plz help,loan hersment whatapp msg kar ke gali de rha hai aur mere call detail phone hack kr rha hai muje call krke presan kr rha hai muje bhut presan kr rha hai mere sbhi rel ko bi gali de rha hai plz help
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,Me job ke liye gaya tha interview ke bad mujhe kha gaya aapki job laggyi hi or mera phone lekar kyc verification ke nam par mere addhar card otp and pan card otp lekar meri  or gmail verify karke banali us ladki ne hr jo hai usne or mere  se  demat stock trading online account banaliye gaye jiska mujhe ab ghar aakar pta chala hai kyuki mere pas tarah tarah ki mail or calls aarhi hai Hr ka nam SHIVANI PAL number   addrs office  pathways th floor aggarwal chamber near nirman vihar metro station and whole computer market Delhi  sir ya mam plz kripa karke is company or is ladki ke khilaf sakht se sakh action liya jaye or mere email id or aadhar card and pan card ka koi galat istemal na karpaye ye bhi sunishiit kiya jaye or mujhe bhavishye ke liye safe kiya jaye Or is HR SHIVANI ne hi mujhe  jagah ka addrs diya tha or bola tha monday ko aapko yha jakar  interview or dena padega jiska pata ye hai FAST CREDIT B nd floor krishna nagar near khandelwal hospital delhi   HR REKHA  Hr SUMIT AND prithvi HEAD OWNER in logo ke khilaf karwae ki jaye ye sab  group hi hoga jisse ki in future ye kisi or ke sath fraud na kar paye thanku,job ke liy gaya tha interview ke bad mujh kha gaya aapki job laggyi hi mera phone lekar kyc verif ke nam par mere addhar card otp pan card otp lekar meri gmail verifi kark banali us ladki ne hr jo hai usn mere se demat stock trade onlin account banaliy gay jiska mujh ab ghar aakar pta chala hai kyuki mere pa tarah tarah ki mail call aarhi hai hr ka nam shivani pal number addr offic pathway th floor aggarw chamber near nirman vihar metro station whole comput market delhi sir ya mam plz kripa kark compani ladki ke khilaf sakht se sakh action liya jay mere email id aadhar card pan card ka koi galat istem na karpay ye bhi sunishiit kiya jay mujh bhavishy ke liy safe kiya jay hr shivani ne hi mujh jagah ka addr diya tha bola tha monday ko aapko yha jakar interview dena padega jiska pata ye hai fast credit b nd floor krishna nagar near khandelw hospit delhi hr rekha hr sumit prithvi head owner logo ke khilaf karwa ki jay ye sab group hi hoga jiss ki futur ye kisi ke sath fraud na kar pay thanku
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,"Sir maine ek mini loan app se loan liya thajise mai bhut dino se payment kar rha huphir bhi mujhe dhamki di ja rhi h
Mere contact ko inhone hack kar liya h aur khte h ki sare contacts ka group bna kar mujhe badnam kregaplease meri help kijiye",sir main ek mini loan app se loan liya thajis mai bhut dino se payment kar rha huphir bhi mujh dhamki di ja rhi h mere contact ko inhon hack kar liya h aur khte h ki sare contact ka group bna kar mujh badnam kregapleas meri help kijiy
Hacking  Damage to computercomputer system etc,Email Hacking,All my email access and social media joined to the email were accessed My device located was also located Threats are given  full control over my device and my all social media accounts Please look into the matter seriously,email access social media join email access devic locat also locat threat given full control devic social media account pleas look matter serious
Hacking  Damage to computercomputer system etc,Tampering with computer source documents,"Ransom malware changed files into MIIA I want them to be decrypted immediately All files have been changed to MIIA type When i try to decrypt I am getting below error

When i try to decrypt I am getting below error Ransom malware changed files into MIIA I want them to be decrypted immediately All files have been changed to MIIA type When i try to decrypt I am getting below error

When i try to decrypt I am getting below error",ransom malwar chang file miia want decrypt immedi file chang miia type tri decrypt get error tri decrypt get error ransom malwar chang file miia want decrypt immedi file chang miia type tri decrypt get error tri decrypt get error
Hacking  Damage to computercomputer system etc,Email Hacking,My gmail id has hacked and Facebook Iand mobile is also hacked They misused my password for getting information about me from long time and I was not aware of it they hacked my laptop also and getting all my important informationthis slowed down my mobile and laptop and now recently I am getting messages that something went wrong so i request you to take strict action against it as I was having atleast above two thousand of messages in my email id and they got all my personal information do it a big danger for me kindly i request you to take immediate action against them and help me out of it as ther were my personal pics and my documents related to my degree and school certificates and my personal recordings so this is a serious crime they I want them to be seriously punished severly so they learn a lesson and get justice this was happening since past three years with me,gmail id hack facebook iand mobil also hack misus password get inform long time awar hack laptop also get import informationthi slow mobil laptop recent get messag someth went wrong request take strict action atleast two thousand messag email id got person inform big danger kindli request take immedi action help ther person pic document relat degre school certif person record seriou crime want serious punish severli learn lesson get justic happen sinc past three year
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I have a kotak mahindra bank credit card i am using this for  years and because of job loss in covid kotak recovery agent call on my contact number and harrass and threaten my friend and family I am very depressed because of this,kotak mahindra bank credit card use year job loss covid kotak recoveri agent call contact number harrass threaten friend famili depress
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I have  downloaded easyloan and starloan app  days back now they  people hacked my phonebook and my Contact listNow they demanding for money They are fraudster  using Abusing messages and sending in groupMy personal reputation is lost I am in trouble Please help me using my documents and  sending  Abusing messages IF infuture my documents and data missused  from any one i am not responsible IF anything  wrong happen  this one loan  star loan apps are responsible for everything I request  help me,download easyloan starloan app day back peopl hack phonebook contact listnow demand money fraudster use abus messag send groupmi person reput lost troubl pleas help use document send abus messag infutur document data missus one respons anyth wrong happen one loan star loan app respons everyth request help
Hacking  Damage to computercomputer system etc,Unauthorised AccessData Breach,I was applied for a loan through a online application but after I was got lots ofloan repayment message on my WhatsApp and now they send my pictures to my contact numbers and asking for money so please resolve this,appli loan onlin applic got lot ofloan repay messag whatsapp send pictur contact number ask money pleas resolv
